Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,gift_owner,date_str,recipient_org,recipient,donor,gift_type,delivery_type,Description,value_determination_method,occasion,Date,donor_geo,Countries_donors,Year,Month,Year_Month,Countries_donors_2
2016-01-10,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,funkcionar,obisk ministra v zdru,protokolarno,neposredno,30,nestrokovna ocena,srečanje s pv rs,official,2016-01-10,ministry economic development technology,functionary,minister's visit zdr,protocol,directly,book,non-professional assessment,meeting pv rs,2016-01-10,[],[],2016,1,2016-01,[]
2016-01-13,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"KAP BL ANDREJ PEČAR, POVELJNIK LADJE TRIGLAV",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,dobrodelna športna prireditev OKS - Fundacija za športnike s socialno ogroženih družin,country,2016-01-13,cabinet president government republic slovenia,functionary,"kap bl andrej pečar, commander triglav ship",occasional,directly,plaque,personal non-professional assessment,charity sports event oks - foundation athletes socially disadvantaged families,2016-01-13,[],[],2016,1,2016-01,[]
2016-01-13,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"KONTRAADMIRAL NICOLA DE FELICE, POVELJNIK VOJAŠKE BAZE AUGUSTA",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,SREČANJE OB OBISKU V RS,organization official holds position,2016-01-13,cabinet president government republic slovenia,functionary,"rear admiral nicola de felice, augusta military base commander",occasional,directly,plaque,personal non-professional assessment,meeting visit rs,2016-01-13,[],[],2016,1,2016-01,[]
2016-01-21,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,združenje manager,priložnostno,posredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK NA POLJSKEM,country,2016-01-21,cabinet president government republic slovenia,functionary,association manager,occasional,indirectly,"solar charger portable devices, ""23rd manager's concert"" cd energy-saving light bulb",personal non-professional assessment,official visit poland,2016-01-21,[],[],2016,1,2016-01,[]
2016-02-02,BANKA SLOVENIJE,funkcionar,druga gimnazija Maribor,priložnostno,neposredno,30,internet,ob obisku,organization official holds position,2016-02-02,bank slovenia,functionary,second high school maribor,occasional,directly,"picture, book ""our generation 2014/15"", cd alica wonderland high school brochure",internet,visit,2016-02-02,[],[],2016,2,2016-02,[]
2016-02-20,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,funkcionar,on oobisku ministra v združenih arabskih emiratih,protokolarno,neposredno,30,osebna nestrokovna ocena,vljudnostno srečanje,organization official holds position,2016-02-20,ministry economic development technology,functionary,visiting minister united arab emirates,protocol,directly,glass sculpture,personal non-professional assessment,courtesy meeting,2016-02-20,['united arab'],['united arab'],2016,2,2016-02,['united arab']
2016-02-29,MESTNA OBČINA LJUBLJANA,funkcionar,"PREDSEDNICA REPUBLIKE LITVE, NJE. EKSC. GOSPA DALILA GRYBAUSKAITE",protokolarno,neposredno,30,osebna nestrokovna ocena,obisk,organization official holds position,2016-02-29,municipality ljubljana,functionary,"president republic lithuania, her. eksc. mrs dalila grybauskaite",protocol,directly,"silver coins three lithuanian cities - vilna, kaunas thracia",personal non-professional assessment,visit,2016-02-29,[],[],2016,2,2016-02,[]
2016-03-03,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,GENERALNI SERKETAR NINGBO ZHANG YAN,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,DELOVNI POGOVOR,organization official holds position,2016-03-03,state council republic slovenia,functionary,secretary general ningbo zhang yan,occasional,directly,decorative plate,personal non-professional assessment,business conversation,2016-03-03,[],[],2016,3,2016-03,[]
2016-03-09,SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKO KOHEZIJSKO POLITIKO,funkcionar,"Župan mestne občine ptuj, miran senčar",protokolarno,neposredno,30,osebna nestrokovna ocena,protokolarno darilo,organization official holds position,2016-03-09,office government republic slovenia development european cohesion policy,functionary,"mayor municipality ptuj, calm shader",protocol,directly,"book weight, rogaška crystal",personal non-professional assessment,protocol gift,2016-03-09,[],[],2016,3,2016-03,[]
2016-03-24,MINISTRSTVO ZA FINANCE,funkcionar,"VP Kraljevine španije , jose de la pena",protokolarno,neposredno,30,nestrokovna ocena,obisk tekačev pri pv rs,country,2016-03-24,ministry finance,functionary,"vp kingdom spain, jose de la pena",protocol,directly,"juli capella book, tapas spanish design food",non-professional assessment,visit runners pv rs,2016-03-24,['kingdom spain'],['kingdom spain'],2016,3,2016-03,['kingdom spain']
2016-04-05,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Moulay Hafid Elalami, ministER za industrijo, trgovino, investicije in digitalno gospodarstvo",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,BILATERALNO SREČANJE OB ROBU ZASEDANJA MEŠANE GOSPODARSKE KOMISIJE RS- KATAR,organization official holds position,2016-04-05,ministry foreign affairs,functionary,"moulay hafid elalami, minister industry, trade, investments digital economy",protocol,directly,"book ""the monitor major projects morocco""",personal non-professional assessment,bilateral meeting edge session mixed economic commission rs-qatar,2016-04-05,[],[],2016,4,2016-04,[]
2016-04-06,VARUH ČLOVEKOVIH PRAVIC,državni organ/lokalna skupnost/nosilec javnih pooblastil,OMBUDSMAN MAKEDONIJE,protokolarno,neposredno,30,osebna nestrokovna ocena,protokolarno,country,2016-04-06,ombudsman,state body/local community/holder public authority,ombudsman macedonia,protocol,directly,glass tile logo,personal non-professional assessment,protocol,2016-04-06,[],[],2016,4,2016-04,[]
2016-04-07,MESTNA OBČINA NOVO MESTO,funkcionar,VODJA SLUŽBE ZA MEDNARODNO SODELOVANJE PARTNERSKEGA mesta HERCEG NOVI (ČRNA GORA) BRANKA MRAČEVIĆ,protokolarno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določioti,uradni obisk predsednika državnega zbora v nemčiji,organization official holds position,2016-04-07,city municipality novi meso,functionary,head service international cooperation partner city herceg novi (montegreen) branka mračević,protocol,directly,"book ""lazar seferović: artistic sky herceg novig""",value cannot determined non-expert assessment,official visit president national assembly germany,2016-04-07,[],[],2016,4,2016-04,[]
2016-05-11,MINISTRSTVO ZA FINANCE,funkcionar,"Berto Menard, župan občine Logatec",protokolarno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora v nemčiji,organization official holds position,2016-05-11,ministry finance,functionary,"berto menard, mayor logatec municipality",protocol,directly,book: dr. andrej gosar 1887-1970,value cannot determined non-expert assessment,official visit president national assembly germany,2016-05-11,[],[],2016,5,2016-05,[]
2016-05-24,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,ZUHTUJ ARSLAN,protokolarno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora v nemčiji,organization official holds position,2016-05-24,constitutional court republic slovenia,state body/local community/holder public authority,zuhtuj arslan,protocol,directly,individual complaint,value cannot determined non-expert assessment,official visit president national assembly germany,2016-05-24,[],[],2016,5,2016-05,[]
2016-05-24,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,ZUHTUJ ARSLAN,protokolarno,neposredno,30,nestrokovna ocena,obisk vlade v osrednjeslovenski regiji,official,2016-05-24,constitutional court republic slovenia,functionary,zuhtuj arslan,protocol,directly,individual complaint,non-professional assessment,government visit osrednjeslovenska region,2016-05-24,[],[],2016,5,2016-05,[]
2016-05-26,SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKO KOHEZIJSKO POLITIKO,funkcionar,"abdul aziz tall, senegalski minister za izvedbo senegalskega razvojnega načrta",protokolarno,neposredno,30,nestrokovna ocena,obisk vlade v osrednjeslovenski regiji,official,2016-05-26,office government republic slovenia development european cohesion policy,functionary,"abdul aziz tall, senegalese minister implementation senegalese development plan",protocol,directly,brass statue senegalese national hero,non-professional assessment,government visit osrednjeslovenska region,2016-05-26,[],[],2016,5,2016-05,[]
2016-05-27,MESTNA OBČINA LJUBLJANA,funkcionar,"GENERALNI DIREKTOR SLOVENSKE PISARNE PRI TURKISH AIRLINE, NESIH GUMUS",priložnostno,neposredno,30,nestrokovna ocena,obisk vlade v osrednjeslovenski regiji,country,2016-05-27,municipality ljubljana,functionary,"general director slovak office turkish airline, nesih gumus",occasional,directly,plate,non-professional assessment,government visit osrednjeslovenska region,2016-05-27,['nesih'],['nesih'],2016,5,2016-05,['nesih']
2016-06-03,SODNI SVET REPUBLIKE SLOVENIJE,funkcionar,National Council of the judiciary of poland,priložnostno,neposredno,30,nestrokovna ocena,obisk vlade v osrednjeslovenski regiji,country,2016-06-03,judicial council republic slovenia,functionary,national council judiciary poland,occasional,directly,book: limits judicial independence?,non-professional assessment,government visit osrednjeslovenska region,2016-06-03,[],[],2016,6,2016-06,[]
2016-06-22,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"GA. Alena Kupchyna, NAMESTNICA MINISTRA ZA ZUNANJE ZADEVE BELORUSIJE",priložnostno,neposredno,30,nestrokovna ocena,obisk vlade v osrednjeslovenski regiji,country,2016-06-22,ministry foreign affairs,functionary,"ga. alena kupchyna, deputy minister foreign affairs belarus",occasional,directly,commemorative coin,non-professional assessment,government visit osrednjeslovenska region,2016-06-22,[],[],2016,6,2016-06,[]
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,vesna bosanac,protokolarno,neposredno,30,cena na internetu,regijski obisk Vlade Rs,organization official holds position,2016-06-23,constitutional court republic slovenia,functionary,vesna bosnian,protocol,directly,"book ""place memory, vukovar 1991""",price internet,regional visit govt rs,2016-06-23,[],[],2016,6,2016-06,[]
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,vesna bosanac,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,Obisk OŠ Tabor Logatec v času obiska Vlade RS v Osrednjeslovenski regiji,organization official holds position,2016-06-23,constitutional court republic slovenia,functionary,vesna bosnian,protocol,directly,"andrija hebrang's book ""crimes civilians serbian-montenegrin aggression republic croatia""",personal non-professional assessment,visit primary school tabor logatec visit government republic slovenia central slovenian region,2016-06-23,[],[],2016,6,2016-06,[]
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"TAMAS SULYOK, PODPREDSEDNIK US MADŽARSKE",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,SREČANJE OB OBISK MZZ ERJAVCA V ČRNI GORI,organization official holds position,2016-06-23,constitutional court republic slovenia,functionary,"tamas sulyok, vice president us hungary",protocol,directly,introductory book us hungary,personal non-professional assessment,meeting visit mfa erjavac črni gora,2016-06-23,['hungary'],['hungary'],2016,6,2016-06,['hungary']
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"mato tadić, podpredsednik us bih",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,"OBISK PODJETJA RAVNE SYSTEMS, rAVNE NA KOROŠKEM",official,2016-06-23,constitutional court republic slovenia,functionary,"mato tadić, vice president us bih",protocol,directly,bronze medallion casket,personal non-professional assessment,"visit ravne systems company, ravne korostek",2016-06-23,[],[],2016,6,2016-06,[]
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"uldis kinis, podpredsednik us latvije",protokolarno,neposredno,30,nestrokovna ocena,sestanek predsednika vlade in namestnika direktorja cia,official,2016-06-23,constitutional court republic slovenia,functionary,"uldis kinis, vice president latvia",protocol,directly,"silver coin ""500 years rigas castle""",non-professional assessment,meeting prime minister deputy director cia,2016-06-23,['latvia'],['latvia'],2016,6,2016-06,['latvia']
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,desanka lopičić,protokolarno,neposredno,30,osebna nestrokovna ocena,uradni obisk državnega sekretarja mors na kosovu,organization official holds position,2016-06-23,constitutional court republic slovenia,functionary,desanka lopicic,protocol,directly,gusel model wooden box glass,personal non-professional assessment,official visit state secretary kosovo kosovo,2016-06-23,[],[],2016,6,2016-06,[]
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,vesna bosanac v imenu muzeja vukovarske bolnice,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,uradni obisk državnega sekretarja v sarajevu,organization official holds position,2016-06-23,constitutional court republic slovenia,functionary,vesna bosnian behalf vukovar hospital museum,protocol,directly,"collection ""appeals dr. vesna bosanac""",personal non-professional assessment,official visit secretary state sarajevo,2016-06-23,[],[],2016,6,2016-06,[]
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"bashkim dedja, predsednik us albanije",protokolarno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,srečanje predsednika državnega zbora s predsednikom evropskega sodišča ob robu konference predsednikov parlamentov v luksemburgu,organization official holds position,2016-06-23,constitutional court republic slovenia,functionary,"union grandfather, president us albania",protocol,directly,metal medallion,value cannot determined non-expert assessment,meeting president national assembly president european court justice sidelines conference speakers parliaments luxembourg,2016-06-23,['albania'],['albania'],2016,6,2016-06,['albania']
2016-06-23,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"pavel rychetski, predsednik us češke",protokolarno,neposredno,30,nestrokovna ocena,"UDELEŽBA PREDSEDNIKA VLADE NA PRIREDITVI ""DAN NOTRANJSKEGA PARKA""",official,2016-06-23,constitutional court republic slovenia,functionary,"pavel rychetski, president czech republic",protocol,directly,proceedings 2015 international conference,non-professional assessment,"participation president government ""internal park day"" event",2016-06-23,[],[],2016,6,2016-06,[]
2016-06-29,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,poslanec italijanskega parlamenta,protokolarno,neposredno,30,nestrokovna ocena,"UDELEŽBA PREDSEDNIKA VLADE NA PRIREDITVI ""DAN NOTRANJSKEGA PARKA""",official,2016-06-29,state assembly republic slovenia,functionary,member italian parliament,protocol,directly,ceramic box,non-professional assessment,"participation president government ""internal park day"" event",2016-06-29,[],[],2016,6,2016-06,[]
2016-07-11,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,sodni svet poljske,protokolarno,neposredno,30,cena zabeležena na knjigi,"udeležba predsednika vlade na prireditvi ""dan notranjskega parka""",official,2016-07-11,supreme court republic slovenia,functionary,judicial council poland,protocol,directly,book - poland,price recorded book,"participation prime minister ""day inner park"" event",2016-07-11,['poland'],['poland'],2016,7,2016-07,['poland']
2016-07-13,SODNI SVET REPUBLIKE SLOVENIJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,the national council of the judiciary of poland,priložnostno,neposredno,30,nestrokovna ocena,udeležba pv rs na svetovnem humanitarnem vrhu,country,2016-07-13,judicial council republic slovenia,state body/local community/holder public authority,national council judiciary poland,occasional,directly,"book ""poland""",non-professional assessment,participation pv rs world humanitarian summit,2016-07-13,[],[],2016,7,2016-07,[]
2016-08-30,ZAVOD REPUBLIKE SLOVENIJE ZA VARSTVO NARAVE,državni organ/lokalna skupnost/nosilec javnih pooblastil,"G. PRIMOŽ SIMONČIČ, DIREKTOR GOZDARSKEGA INŠTITUTA SLOVENIJE",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,POGOVOR OB DNEVU AFRIKE,country,2016-08-30,nature protection institute republic slovenia,state body/local community/holder public authority,"mr. primož simončič, director forestry institute slovenia",occasional,directly,"book forest management forest owners / authors: mirko medved et al. - 1st reprint - ljubljana: kmecki glas, 2013",personal non-professional assessment,speech africa day,2016-08-30,[],[],2016,8,2016-08,[]
2016-09-23,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,podpredsednik nacionalnega odbora kitajske ljudske politične posvetovalne konference wang jiraui,priložnostno,neposredno,30,osebna nestrokovna ocena,študijski obisk sodnikov iz rep.moldavija v slo,organization official holds position,2016-09-23,state council republic slovenia,functionary,vice chairman national committee chinese people's political consultative conference wang jiraui,occasional,directly,medallion brocade,personal non-professional assessment,study visit judges republic moldova slovakia,2016-09-23,[],[],2016,9,2016-09,[]
2016-10-03,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK SPODNJEGA DOMA PARLAMENTA TADOMORI OSHIMO,priložnostno,posredno,30,OSEBNA NESTROKOVNA OCENA,54. OBLETNICA US TURČIJE,organization official holds position,2016-10-03,cabinet president government republic slovenia,functionary,speaker lower house parliament tadomori oshimo,occasional,indirectly,picture goods,personal non-professional assessment,54th anniversary us turkey,2016-10-03,[],[],2016,10,2016-10,[]
2016-10-14,DVOJEZIČNA OSNOVNA ŠOLA II LENDAVA II. SZ. LENDVAI KETNYELVU ALTALANOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,osnovna šola čakovec,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,54. OBLETNICA US TURČIJE,organization official holds position,2016-10-14,bilingual primary school ii lendava ii. nw lendvai ketnyelvu altalanos school,state body/local community/holder public authority,elementary school čakovec,occasional,directly,unique bowl,personal non-professional assessment,54th anniversary us turkey,2016-10-14,[],[],2016,10,2016-10,[]
2016-10-18,DRŽAVNI SVET REPUBLIKE SLOVENIJE,družinski član funkcionarja,predsednik kosovske skupščine kadri veseli,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,54. OBLETNICA US TURČIJE,organization official holds position,2016-10-18,state council republic slovenia,family member official,president kosovo assembly congratulates personnel,occasional,directly,glass,personal non-professional assessment,54th anniversary us turkey,2016-10-18,['kosovo'],['kosovo'],2016,10,2016-10,['kosovo']
2016-10-20,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"PEDRO A. ORGAMBIDE, CLUB ATLETICO BOCA JUNIORS",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,54. OBLETNICA US TURČIJE,organization official holds position,2016-10-20,office president republic slovenia,functionary,"pedro a. orgambide, club atletico boca juniors",protocol,directly,tea cup,personal non-professional assessment,54th anniversary us turkey,2016-10-20,[],[],2016,10,2016-10,[]
2016-10-24,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predsednik privredne komore srbije,protokolarno,posredno,30,OSEBNA NESTROKOVNA OCENA,54.OBLETNICA US TURČIJE,organization official holds position,2016-10-24,cabinet president government republic slovenia,functionary,president chamber commerce serbia,protocol,indirectly,tie boxed wine,personal non-professional assessment,54th anniversary us turkey,2016-10-24,[],[],2016,10,2016-10,[]
2016-10-24,MINISTRSTVO ZA FINANCE,funkcionar,Minister za finance SRBIJE,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,54. OBLETNICA US TURČIJE,organization official holds position,2016-10-24,ministry finance,functionary,minister finance serbia,protocol,directly,"picture, ruta-belt, wrist ruta",personal non-professional assessment,54th anniversary us turkey,2016-10-24,[],[],2016,10,2016-10,[]
2016-10-24,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,funkcionar,VLADA R SRBIJE,protokolarno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,obisk veleposlanika alžirije v državnem zboru,organization official holds position,2016-10-24,ministry economic development technology,functionary,government serbia,protocol,directly,picture braided ribbon,value cannot determined non-expert assessment,visit algerian ambassador national assembly,2016-10-24,[],[],2016,10,2016-10,[]
2016-10-24,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,vlada republike srbije,protokolarno,neposredno,30,cena zabeležena na knjigi,udeležba predsednika vlade na slovesnosti ob 35-letnici kozjanskega parka,official,2016-10-24,ministry foreign affairs,functionary,government republic serbia,protocol,directly,"gold embroidered alphabet, framed, handmade",price recorded book,participation prime minister ceremony 35th anniversary kozjan park,2016-10-24,['serbia'],['serbia'],2016,10,2016-10,['serbia']
2016-10-24,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vrhovnega sodišča madžarske,protokolarno,neposredno,30,nestrokovno,protokolarno darilo,organization official holds position,2016-10-24,supreme court republic slovenia,functionary,president supreme court hungary,protocol,directly,glass plate,unprofessional,protocol gift,2016-10-24,['hungary'],['hungary'],2016,10,2016-10,['hungary']
2016-11-03,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"christian ortner, direktor vojaškega muzeja na dunaju",protokolarno,neposredno,30,CENA NA OVITKU CD,NAGRADA,organization official holds position,2016-11-03,ministry defense republic slovenia,functionary,"christian ortner, director military museum vienna",protocol,directly,bank coin svn no. 1448,price cd cover,reward,2016-11-03,[],[],2016,11,2016-11,[]
2016-11-21,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,funkcionar,VLADA IRANA,protokolarno,neposredno,30,osebna nestrokovna ocena,srečanje ob robu konference dan afrike,country,2016-11-21,ministry economic development technology,functionary,government iran,protocol,directly,plastic plate pistachios,personal non-professional assessment,meeting sidelines africa day conference,2016-11-21,['iran'],['iran'],2016,11,2016-11,['iran']
2016-11-21,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,funkcionar,vlada irana,protokolarno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,sprejem ministra pri predsedniku državnega zbora,organization official holds position,2016-11-21,ministry economic development technology,functionary,government iran,protocol,directly,book called iran,value cannot determined non-expert assessment,reception minister president national assembly,2016-11-21,['iran'],['iran'],2016,11,2016-11,['iran']
2016-11-21,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,funkcionar,iranski minister za nafto,protokolarno,neposredno,30,nestrokovna ocena,vožnja z vlakom od divače do kopra,country,2016-11-21,ministry economic development technology,functionary,iran's oil minister,protocol,directly,kermic deer,non-professional assessment,train ride divaca kopra,2016-11-21,['iran'],['iran'],2016,11,2016-11,['iran']
2016-12-07,MINISTRSTVO ZA FINANCE,funkcionar,"aVSTRIJSKO vp V BERLINU. DR. wALTENBERGER, FINNAČNI ATAŠE",priložnostno,posredno,30,nestrokovna ocena,obisk pv rs v luki koper,country,2016-12-07,ministry finance,functionary,"austria vp berlin. dr. waltenberger, financial attacher",occasional,indirectly,"book, cd",non-professional assessment,visit pv rs luka koper,2016-12-07,[],[],2016,12,2016-12,[]
2016-12-13,OBČINA TRZIN,funkcionar,"signaco, d.o.o., topole 51a, 1234 mengeš",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,ODPRTJE PISARNE,organization official holds position,2016-12-13,trzin municipality,functionary,"signaco, d.o.o., topole 51a, 1234 mengeš",occasional,directly,"cabernet sauvignon wine 0.75l (simčič), mixed jurček cookies 200g, wall calendar, acacia honey 900g",personal non-professional assessment,office opening,2016-12-13,[],[],2016,12,2016-12,[]
2016-12-13,OBČINA TRZIN,funkcionar,"signaco, d.o.o., topole 51 a, 1234 mengeš",priložnostno,neposredno,30,osebna nestrokovna ocena,srečanje ob robu dogodka dnevi afrike,organization official holds position,2016-12-13,trzin municipality,functionary,"signaco, d.o.o., topole 51 a, 1234 mengeš",occasional,directly,"cabernet sauvignon wine 0.75l (simčič), mixed jurček cookies 200g, wall calendar, acacia honey 900g",personal non-professional assessment,meeting sidelines africa days event,2016-12-13,[],[],2016,12,2016-12,[]
2016-12-19,MESTNA OBČINA VELENJE,funkcionar,"andrejc nizke gradnje, urejanje okolja, d. o.o., topolšica 199 b, topolšica",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,DELEGACIJA DRŽAVNEGA SVETA V REGIJI VLADIMIR,organization official holds position,2016-12-19,municipality velenje,functionary,"andrejc low-rise construction, environmental management, d. o.o., topolšica 199 b, topolšica",occasional,directly,cheese board knife,personal non-professional assessment,delegation state council vladimir region,2016-12-19,[],[],2016,12,2016-12,[]
2016-12-20,OBČINA POSTOJNA,funkcionar,kolektor,priložnostno,neposredno,30,ocena,Protokolarno darilo ob pobratenju občin,local community,2016-12-20,municipality permanent,functionary,collector,occasional,directly,ski pass,assessment,protocol gift twinning municipalities,2016-12-20,[],[],2016,12,2016-12,[]
2016-12-22,OBČINA MEDVODE,funkcionar,GRADKOP,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,SPREJEM DELEGACIJE ČEŠKEGA SENATA,organization official holds position,2016-12-22,medvode municipality,functionary,gradkop,occasional,directly,whiskey,personal non-professional assessment,reception delegation czech senate,2016-12-22,[],[],2016,12,2016-12,[]
2016-12-22,OBČINA MEDVODE,funkcionar,EKONA D.O.O.,priložnostno,neposredno,30,osebna nestrokovna ocena,v okviru predsedovanja eu,organization official holds position,2016-12-22,medvode municipality,functionary,ekona d.o.o.,occasional,directly,whiskey,personal non-professional assessment,within framework eu presidency,2016-12-22,[],[],2016,12,2016-12,[]
2016-12-23,OBČINA ŠTORE,funkcionar,ŠTAJRSKI VAL,priložnostno,neposredno,30,osebna nestrokovna ocena,"udeležba na zasedanju seecp, sofija",organization official holds position,2016-12-23,municipality štora,functionary,styrian wave,occasional,directly,crystal ware,personal non-professional assessment,"participation seecp session, sofia",2016-12-23,[],[],2016,12,2016-12,[]
2016-12-31,"Družba za upravljanje terjatev bank, d.d.",državni organ/lokalna skupnost/nosilec javnih pooblastil,Graditelj Kamnik,priložnostno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,obisk predsednika državnega zbora na zrs v kopru,organization official holds position,2016-12-31,"company management bank claims, d.d.",state body/local community/holder public authority,builder kamnik,occasional,directly,parker fountain pen,value cannot determined non-expert assessment,visit president national assembly zrs koper,2016-12-31,[],[],2016,12,2016-12,[]
2017-02-10,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"mag. majda kanop, ravnateljica srednje lesarske šole",priložnostno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,obisk predsednika državnega zbora na zrs v kopru,organization official holds position,2017-02-10,cabinet president government republic slovenia,functionary,"m.sc. majda kanop, headmistress high school woodworking",occasional,directly,"decorative wooden fruit bowl, small cutting board wood",value cannot determined non-expert assessment,visit president national assembly zrs koper,2017-02-10,[],[],2017,2,2017-02,[]
2017-02-10,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod miha ješe, župan občine škofja loka",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK MZZ ERJAVCA V BOLGARIJI,organization official holds position,2017-02-10,cabinet president government republic slovenia,functionary,"mr. miha ješe, mayor municipality škofja loka",occasional,directly,"book ""treasures old city cores"" ms. ziva deu",personal non-professional assessment,official visit mfa erjavac bulgaria,2017-02-10,[],[],2017,2,2017-02,[]
2017-02-15,VARUH ČLOVEKOVIH PRAVIC,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Županja občine Semič, GA. POLONA KAMBIČ",protokolarno,neposredno,30,ocena,priložnostno,organization official holds position,2017-02-15,ombudsman,state body/local community/holder public authority,"mayor municipality semič, ga. polona kambič",protocol,directly,clay sheep,assessment,casually,2017-02-15,[],[],2017,2,2017-02,[]
2017-02-22,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,prvi podpredsednik in mzz srbije ivica dačić,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,UDELEŽBA GANIJA LLALLOSHIJA NA SVEČANI VEČERJI S PREDSEDNIKOM REPUBLIKE KOSOVO,country,2017-02-22,ministry foreign affairs,functionary,first vice-president mzz serbia ivica dačić,protocol,directly,statue woman village vinča,personal non-professional assessment,participation gani llalloshi ceremony dinner president republic kosovo,2017-02-22,['serbia'],['serbia'],2017,2,2017-02,['serbia']
