Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,Lastnik darila,Datum_EN,Naziv_EN,Prejemnik_EN,Darovalec_EN,Tip darila_EN,Način izročitve_EN
2017-12-15,BANKA SLOVENIJE,funkcionar,"primorska hranilnica vipava, aleš kavčič, preds. uprave",priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-15,BANK OF SLOVENIA,functionary,"primorska savings bank vipava, aleš kavčič, president administration",casually,directly
2017-12-16,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"JANEZ PAVLIN, ŽUPAN OBČINE DOBREPOLJE",protokolarno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-16,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"JANEZ PAVLIN, MAYOR OF THE MUNICIPALITY OF DOBREPOLJE",protocol,directly
2017-12-18,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,oš ruše in župan ladislav pepelnik,priložnostno,posredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-18,AUDIT COURT OF THE REPUBLIC OF SLOVENIA,functionary,Oš Ruše and Mayor Ladislav Pepenik,casually,Indirectly
2017-12-19,BANKA SLOVENIJE,funkcionar,veleposlaništvo r poljske,priložnostno,posredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-19,BANK OF SLOVENIA,functionary,Embassy of Poland,casually,Indirectly
2017-12-20,OBČINA MEDVODE,funkcionar,BRINOX D.O.O.,priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-20,MEDVODE MUNICIPALITY,functionary,BRINOX D.O.O.,casually,directly
2017-12-20,OBČINA RADOVLJICA,funkcionar,uko kropa d.o.o.,priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-20,RADOVLJICA MUNICIPALITY,functionary,uko kropa d.o.o.,casually,directly
2017-12-21,OBČINA TRZIN,funkcionar,"eis skočaj, gajeva ulica 58, 1235 radomlje",priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-21,TRZIN MUNICIPALITY,functionary,"eis skočaj, gajeva ulica 58, 1235 radomlje",casually,directly
2017-12-21,OBČINA TRZIN,funkcionar,"kam bus kamnik, perovo 30, 1241 kamnik",priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-21,TRZIN MUNICIPALITY,functionary,"kam bus kamnik, perovo 30, 1241 kamnik",casually,directly
2017-12-26,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,OBISK AVSTRALSKIH SLOVENCEV,protokolarno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-26,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,VISIT OF AUSTRALIAN SLOVENIANS,protocol,directly
2017-12-28,MESTNA OBČINA VELENJE,funkcionar,"gradnje rošer, kozjak 17, mislinja",priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2017-12-28,MUNICIPALITY OF VELENJE,functionary,"building rošer, kozjak 17, mislinja",casually,directly
2018-02-01,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNICA VLADE REPUBLIKE SRBIJE MAG. ANA BRNABIĆ,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,MEDNARODNA KONFERENCA,"organizacija, v kateri funkcionar opravlja funkcijo",2018-02-01,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SERBIA MAG. ANA BRNABIĆ,casually,directly
2018-02-11,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"GOSPOD MIRAN SENČAR, ŽUPAN MESTNE OBČINE PTUJ",priložnostno,neposredno,30,OSEBA NESTROKOVNA OCENA,MEDNARODNA KONFERENCA,"organizacija, v kateri funkcionar opravlja funkcijo",2018-02-11,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"MIRAN SENČAR, MAYOR OF PTUJ CITY MUNICIPALITY",casually,directly
2018-02-11,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod milan dunović, podpredsednik vlade bosne in hercegovine",priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2018-02-11,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mr. Milan Dunović, Deputy Prime Minister of Bosnia and Herzegovina",casually,directly
2018-02-17,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,predsednik mednarodnega olimpijskega komiteja thomas bach,protokolarno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2018-02-17,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,president of the international olympic committee thomas bach,protocol,directly
2018-02-20,OBČINA ŽALEC,funkcionar,občina slovenske konjice,priložnostno,neposredno,30,osebna nestrokovna ocena,mednarodna konferenca,"organizacija, v kateri funkcionar opravlja funkcijo",2018-02-20,MUNICIPALITY OF ŽALEC,functionary,municipality of Slovenian Cavalry,casually,directly
2018-03-13,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,PV KOSOVA RAMUSH HARADINAJ,protokolarno,neposredno,30,enotna cena,dobro sodelovanje,"organizacija, v kateri funkcionar opravlja funkcijo",2018-03-13,MINISTRY OF FOREIGN AFFAIRS,functionary,Prime Minister of Kosovo RAMUSH HARADINAJ,protocol,directly
2018-03-13,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,DIREKTOR PODJETJA IPKO ERZIN,protokolarno,neposredno,30,nestrokovna ocena,sestanek predstavnikov podjetja s pv rs,država,2018-03-13,MINISTRY OF FOREIGN AFFAIRS,functionary,DIRECTOR OF THE COMPANY IPKO ERZIN,protocol,directly
2018-03-16,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,veleposlanik gruzije nj. eksc. zurab bekaia,protokolarno,neposredno,30,NESTROKOVNA OCENA,URADNI OBISK PREDSEDNICE r hrvaške v rs,država,2018-03-16,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,Ambassador of Georgia exc. zurab bekaia,protocol,directly
2018-04-13,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,funkcionar,"Igor Radojičić, župan banja luke, bosna in hercegovina",protokolarno,neposredno,30,osebna nestrokovna ocena,protokolarno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2018-04-13,OFFICE OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA FOR SLOVENIANS IN ZAMEJSTV AND AROUND THE WORLD,functionary,"Igor Radojičić, Mayor of Banja Luka, Bosnia and Herzegovina",protocol,directly
2018-04-17,SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKO KOHEZIJSKO POLITIKO,državni organ/lokalna skupnost/nosilec javnih pooblastil,"audun halvorsen, Državni sekretar, ministrstvo za zunanje zadeve kraljevine norveške",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,VLJUDNOSTNO SREČANJE,"organizacija, v kateri funkcionar opravlja funkcijo",2018-04-17,OFFICE OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA FOR DEVELOPMENT AND EUROPEAN COHESION POLICY,state body/local community/holder of public authority,"audun halvorsen, State Secretary, Ministry of Foreign Affairs of the Kingdom of Norway",protocol,directly
2018-04-21,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,MEDNARODNO ZDRUŽENJE ŽENSK LJUBLJANA SILA-IWCL,protokolarno,neposredno,30,osebna nestrokovna ocena,obisk parlamentarne delegacije italije,"organizacija, v kateri funkcionar opravlja funkcijo",2018-04-21,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,INTERNATIONAL ASSOCIATION OF WOMEN LJUBLJANA SILA-IWCL,protocol,directly
2018-06-05,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vri madžarske g. laszlo domokos,protokolarno,neposredno,30,ocena vrednosti po spletni ponudbi,povabilo na ogled predstav,funkcionar,2018-06-05,AUDIT COURT OF THE REPUBLIC OF SLOVENIA,functionary,the president of vri hungary Mr. laszlo domokos,protocol,directly
2018-06-06,MESTNA OBČINA NOVO MESTO,funkcionar,župan prijateljskega ruskega mesta togliatti sergej antašev,protokolarno,neposredno,30,laično,srečanje s predstavniki ministrstva za metijstvo republike tatarstan,"organizacija, v kateri funkcionar opravlja funkcijo",2018-06-06,CITY MUNICIPALITY NOVI MESO,functionary,"the mayor of the friendly Russian city of Togliatti, Sergey Antashev",protocol,directly
2018-06-07,MESTNA OBČINA LJUBLJANA,funkcionar,LGB D.O.O.,priložnostno,neposredno,30,na podlagi podatka darovalca,zahvala za sodelovanje,"organizacija, v kateri funkcionar opravlja funkcijo",2018-06-07,MUNICIPALITY OF LJUBLJANA,functionary,LGB D.O.O.,casually,directly
2018-06-19,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"THOMAS BACH, PREDSEDNIK MEDNARODNEGA OLIMPIJSKEGA KOMITEJA",protokolarno,neposredno,30,cena navedena na knjigi,knjiga predana ob srečanju,"organizacija, v kateri funkcionar opravlja funkcijo",2018-06-19,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"THOMAS BACH, PRESIDENT OF THE INTERNATIONAL OLYMPIC COMMITTEE",protocol,directly
2018-06-19,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"THOMAS BACH, PREDSEDNIK MEDNARODNEGA OLIMPIJSKEGA KOMITEJA",protokolarno,neposredno,30,cena navedena na knjigi,knjiga predana ob srečanju,"organizacija, v kateri funkcionar opravlja funkcijo",2018-06-19,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"THOMAS BACH, PRESIDENT OF THE INTERNATIONAL OLYMPIC COMMITTEE",protocol,directly
2018-06-20,VRHOVNO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,funkcionar,GENERALNI DRŽAVNI TOŽILEC BOLGARIJE,protokolarno,neposredno,30,osebna nestrokovna ocena,zasedanje ps ovse,funkcionar,2018-06-20,SUPREME STATE PROSECUTOR'S OFFICE OF THE REPUBLIC OF SLOVENIA,functionary,GENERAL STATE PROSECUTOR OF BULGARIA,protocol,directly
2018-07-11,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK REPUBLIKE KOREJE,protokolarno,neposredno,30,osebna nestrokovna ocena,protokolarno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2018-07-11,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,THE PRESIDENT OF THE REPUBLIC OF KOREA,protocol,directly
2018-07-16,MESTNA OBČINA MURSKA SOBOTA,funkcionar,"janez rihtarič, župan občine radenci",protokolarno,neposredno,30,osebna nestrokovna ocena,protokoloarno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2018-07-16,MUNICIPALITY OF MURSK SABOTA,functionary,"janez rihtarič, mayor of Radenci municipality",protocol,directly
2018-08-04,OBČINA LJUTOMER,državni organ/lokalna skupnost/nosilec javnih pooblastil,občina fulnek iz češke,protokolarno,neposredno,30,internetni viri,zahvala ob obisku,funkcionar,2018-08-04,MUNICIPALITY OF LJUTOMER,state body/local community/holder of public authority,the municipality of Fulnek from the Czech Republic,protocol,directly
2018-09-10,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,funkcionar,"jOSE LUIS CARNEIRO, DRŽAVNI SEKRETAR ZA PORTUGALCE PO SVETU, MZZ PORTUGALSKE",protokolarno,neposredno,30,osebna nestrokovna ocena,protokolarni obisk,"organizacija, v kateri funkcionar opravlja funkcijo",2018-09-10,OFFICE OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA FOR SLOVENIANS IN ZAMEJSTV AND AROUND THE WORLD,functionary,"JOSE LUIS CARNEIRO, STATE SECRETARY FOR THE PORTUGUESE AROUND THE WORLD, MFA OF PORTUGAL",protocol,directly
2018-09-14,BANKA SLOVENIJE,funkcionar,urad predsednika rs,priložnostno,posredno,30,osebna nestrokovna ocena,protokolarni obisk,"organizacija, v kateri funkcionar opravlja funkcijo",2018-09-14,BANK OF SLOVENIA,functionary,Office of the President,casually,Indirectly
2018-09-21,BANKA SLOVENIJE,funkcionar,centralna banka romunije,priložnostno,neposredno,30,osebna nestrokovna ocena,protokolarni obisk,"organizacija, v kateri funkcionar opravlja funkcijo",2018-09-21,BANK OF SLOVENIA,functionary,Central Bank of Romania,casually,directly
2018-09-21,BANKA SLOVENIJE,funkcionar,centralna banka slovaške,priložnostno,neposredno,30,osebna nestrokovna ocena,obisk poljskega sodnega sveta v slo,"organizacija, v kateri funkcionar opravlja funkcijo",2018-09-21,BANK OF SLOVENIA,functionary,Central Bank of Slovakia,casually,directly
2018-09-24,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,podpredsednik senata republike poljske michal sewerynski,protokolarno,neposredno,30,osebna nestrokovna ocena,obisk poljskega sodnega sveta v slo,"organizacija, v kateri funkcionar opravlja funkcijo",2018-09-24,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,Vice President of the Senate of the Republic of Poland Michal Sewerynski,protocol,directly
2018-09-24,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,vodja pomorjanskega vojvodstva republike poljske dariusz drelich,protokolarno,neposredno,30,nestrokovna ocena,udeležba pv rs na 11. asem vrhu v mongoliji,država,2018-09-24,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,"head of the Pomeranian Voivodeship of the Republic of Poland, Dariusz Drelich",protocol,directly
2018-09-24,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,nedo hiroaki ishizuka,protokolarno,neposredno,30,nestrokovna ocena,udeležba pv rs na 11. asem vrhu v mongoliji,država,2018-09-24,MINISTRY OF INFRASTRUCTURE,functionary,Nedo Hiroaki Ishizuka,protocol,directly
2018-09-26,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,OBČINA RADEČE,priložnostno,neposredno,30,NESTROKOVNA OCENA,UDELEŽBA PV RS NA 11. ASEM VRHU V MONGOLIJI,funkcionar,2018-09-26,MINISTRY OF INFRASTRUCTURE,functionary,MUNICIPALITY OF RADEČE,casually,directly
2018-09-28,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,OBRTNO PODJETNIŠKA ZBORNICA,priložnostno,neposredno,30,nestrokovna ocena,udeležba pv rs na 11. asem vrhu v mongoliji,država,2018-09-28,MINISTRY OF INFRASTRUCTURE,functionary,CRAFT CHAMBER OF BUSINESS,casually,directly
2018-10-05,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNICA US LATVIJE,priložnostno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika gruzije v sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo",2018-10-05,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,functionary,PRESIDENT OF THE US OF LATVIA,casually,directly
2018-10-09,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod jens stoltenberg, generalni sekretar zveze nato",protokolarno,neposredno,30,nestrokovna ocena,"uradni obisk predsednika gruzije v rs, srečanje s pv rs",država,2018-10-09,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mr. Jens Stoltenberg, General Secretary of the Nato Federation",protocol,directly
2018-10-12,BANKA SLOVENIJE,funkcionar,centralna banka madžarske,priložnostno,posredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V REPUBLIKI SLOVENIJI,država,2018-10-12,BANK OF SLOVENIA,functionary,the central bank of hungary,casually,Indirectly
2018-10-15,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"MOUSSA FAKI MAHAMAT, PREDSEDUJOČI KOMISIJI AFRIŠKE UNIJE",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,URADNI OBISK V REPUBLIKI SLOVENIJI,država,2018-10-15,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"MOUSSA FAKI MAHAMAT, CHAIRMAN OF THE AFRICAN UNION COMMISSION",protocol,directly
2018-10-24,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"José Luis De La Peña, veleposlanik Španije, Trnovski pristan 24, 1000 Ljubljana",priložnostno,neposredno,30,osebna nestrokovna ocena,delovni obisk,"organizacija, v kateri funkcionar opravlja funkcijo",2018-10-24,MINISTRY OF FOREIGN AFFAIRS,functionary,"José Luis De La Peña, Ambassador of Spain, Trnovski pristan 24, 1000 Ljubljana",casually,directly
2018-10-25,BANKA SLOVENIJE,funkcionar,imf/wb,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,INTERVJU S PREDSEDNIKOM,država,2018-10-25,BANK OF SLOVENIA,functionary,imf/wb,casually,directly
2018-10-30,ZAVOD REPUBLIKE SLOVENIJE ZA VARSTVO NARAVE,državni organ/lokalna skupnost/nosilec javnih pooblastil,"MAG. LADO BRADAČ, PREDSEDNIK LOVSKE ZVEZE SLO.",priložnostno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika bolgarije v sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo",2018-10-30,NATURE PROTECTION INSTITUTE OF THE REPUBLIC OF SLOVENIA,state body/local community/holder of public authority,"M.A.G. LADO BRADAČ, PRESIDENT OF THE HUNTERS' ASSOCIATION OF SLO.",casually,directly
2018-11-08,ZAVOD ZA ZDRAVSTVENO ZAVAROVANJE SLOVENIJE,funkcionar,ministrstvo za zdravje,priložnostno,neposredno,30,nestrokovna ocena,uradni obisk predsednika r bolgarije v rs - srečanje s pv rs,država,2018-11-08,HEALTH INSURANCE INSTITUTE OF SLOVENIA,functionary,Ministry of Health,casually,directly
2018-11-15,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,vp vIETNAMA,protokolarno,neposredno,30,OBIČAJNA VREDNOST ISTOVRSTNIH PREDMETOV,"OB OBISKU IN PREDSTAVITVI CENTRALNEGA ODDELKA ZA VERODOSTOJNO LISTINO, LJUBLJANA",funkcionar,2018-11-15,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,vp VIETNAM,protocol,directly
2018-11-23,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"DR. LAN LIN, CHAIRMAN HISENSE INTERNATIONAL",protokolarno,neposredno,30,nestrokovna ocena,obisk pv rs v podjetju odelo,država,2018-11-23,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"DR. LAN LIN, CHAIRMAN HISENSE INTERNATIONAL",protocol,directly
2018-11-26,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod Miro kozelj, župan občine šenčur",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,POGOVOR RUSKEGA VELEPOSLANIKA S PREDSEDNIKOM REPUBLIKE,država,2018-11-26,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mr. Miro kozelj, mayor of Šenčur municipality",casually,directly
2018-11-29,MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,državni organ/lokalna skupnost/nosilec javnih pooblastil,"guverner Kaluga regije, rusija",protokolarno,neposredno,30,osebna nestrokovna ocena,ob nakupu tehnične opreme za KS Kropa,lokalna skupnost,2018-11-29,MINISTRY OF ECONOMIC DEVELOPMENT AND TECHNOLOGY,state body/local community/holder of public authority,"Governor of Kaluga Region, Russia",protocol,directly
2018-12-03,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"ga. Nives Počkar, direktorica Šolskega centra Ljubljana in mag. Majda Kanop, ravnateljica Srednje lesarske šole Ljubljana",priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,darilo ob obisku v Radovljici ob občinskem prazniku,lokalna skupnost,2018-12-03,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mrs. Nives Počkar, director of the Ljubljana School Center and M.Sc. Majda Kanop, principal of the Ljubljana High School of Woodworking",casually,directly
2018-12-06,OBČINA TRZIN,funkcionar,"gorenjska gradbena družba, d.d., jezerska cesta 20, 4000 kranj",priložnostno,neposredno,30,osebna nestrokovna ocena prejemnika darila,darilo ob poroki,funkcionar,2018-12-06,TRZIN MUNICIPALITY,functionary,"gorenjska gradbena družba, d.d., jezerska cesta 20, 4000 kranj",casually,directly
2018-12-10,OBČINA ŠTORE,državni organ/lokalna skupnost/nosilec javnih pooblastil,štore steel,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,100. OBLETNICA RUSKE KAPELICE,država,2018-12-10,MUNICIPALITY OF ŠTORA,state body/local community/holder of public authority,Stumps steel,casually,directly
2018-12-12,OBČINA ŠTORE,državni organ/lokalna skupnost/nosilec javnih pooblastil,SIMBIO D.O.O.,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,OB SESTANKU GLEDE PROJEKTOV,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-12,MUNICIPALITY OF ŠTORA,state body/local community/holder of public authority,SIMBIO D.O.O.,casually,directly
2018-12-13,OBČINA MEDVODE,funkcionar,BRINOX D.O.O.,priložnostno,neposredno,30,OSEBNA NESTROKOVNA OCENA,OB SESTANKU GLEDE PROJEKTOV,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-13,MEDVODE MUNICIPALITY,functionary,BRINOX D.O.O.,casually,directly
2018-12-17,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",funkcionar,"Elisabeth KÖSTINGER, avstrijska ministrica za kmetijstvo",priložnostno,neposredno,30,cena je navedena na knjigi,za knjižnico,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-17,"MINISTRY OF AGRICULTURE, FORESTRY AND FOOD",functionary,"Elisabeth KÖSTINGER, Austrian Minister of Agriculture",casually,directly
2018-12-17,OBČINA MEDVODE,funkcionar,ELEKTRONIKA MALI,priložnostno,neposredno,30,navedena na knjigi,za knjižnico,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-17,MEDVODE MUNICIPALITY,functionary,ELECTRONICS MALI,casually,directly
2018-12-21,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"POLKOVNIK GIANFRANCO DI MARCO, POVELJNIK MNBG-W",protokolarno,neposredno,30,navedena na knjigi,za knjižnico,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-21,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"COLONEL GIANFRANCO DI MARCO, COMMANDER OF MNBG-W",protocol,directly
2018-12-28,MESTNA OBČINA VELENJE,funkcionar,"nomago, vošnjakova 3, ljubljana",priložnostno,neposredno,30,osebna nestrokovna ocena,uradni obisk delegacije kanadskega senata v rs,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-28,MUNICIPALITY OF VELENJE,functionary,"nomago, Vošnjakova 3, Ljubljana",casually,directly
2018-12-28,MESTNA OBČINA VELENJE,funkcionar,"toming inženiring, d. o. o., šaleška cesta 21, velenje",priložnostno,neposredno,30,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika senata kanade v sloveniji,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-28,MUNICIPALITY OF VELENJE,functionary,"toming engineering, d. o. o., Šaleška cesta 21, Velenje",casually,directly
2018-12-28,MESTNA OBČINA VELENJE,funkcionar,"studio bast, stane jeršič, ljubljana",priložnostno,neposredno,30,nestrokovna ocena,bilateralno srečanje predsednika vlade Rs in predsednika senata kanade ob robu strateškega foruma bled,država,2018-12-28,MUNICIPALITY OF VELENJE,functionary,"studio bast, stane jeršič, Ljubljana",casually,directly
2019-01-19,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",funkcionar,"Bekir PAKDEMIRLI, TURŠKI MINISTER ZA KMETIJSTVO",protokolarno,neposredno,30,nestrokovna ocena,uradni obisk pv r albanije v rs,država,2019-01-19,"MINISTRY OF AGRICULTURE, FORESTRY AND FOOD",functionary,"Bekir PAKDEMIRLI, TURKISH MINISTER OF AGRICULTURE",protocol,directly
2019-01-29,MESTNA OBČINA NOVO MESTO,državni organ/lokalna skupnost/nosilec javnih pooblastil,"stevan katić, predsednik občine herceg novi",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,BILATERALNO SREČANJE OB ROBU BSF FORUMA NA BLEDU,država,2019-01-29,CITY MUNICIPALITY NOVI MESO,state body/local community/holder of public authority,"stevan katic, president of the municipality of herceg novi",protocol,directly
2019-02-11,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK SOBRANJA MAKEDONIJE MAG. TALAT XHAFERI,protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,BILATERALNO SREČANJE OB ROBU BSF FORUMA NA BLEDU,država,2019-02-11,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,PRESIDENT OF THE ASSEMBLY OF MACEDONIA MAG. TALAT XHAFERI,protocol,directly
2019-02-18,BANKA SLOVENIJE,funkcionar,NCB Madžarske,priložnostno,posredno,30,na podlagi cene na vstopnicah,kitajski državni praznik,funkcionar,2019-02-18,BANK OF SLOVENIA,functionary,NCB of Hungary,casually,Indirectly
2019-02-22,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Gergely GULYÁS, vodja Urada predsednika vlade Madžarske",priložnostno,neposredno,30,nestrokovna ocena,bilateralno srečanje predsednika vlade rs z ministrom za zunanje zadeve šrilanke ob robu strateškega foruma bled,država,2019-02-22,MINISTRY OF FOREIGN AFFAIRS,functionary,"Gergely GULYÁS, Head of the Office of the Prime Minister of Hungary",casually,directly
2019-03-04,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"žUPAN MESTA TIRANA, ERION VELIAJ",protokolarno,neposredno,30,OSEBNA NESTROKOVNA OCENA,obisk delegacije iz pobratene občine v Novi Gorici,lokalna skupnost,2019-03-04,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"THE MAYOR OF THE CITY OF TIRANA, ERION VELIAJ",protocol,directly
